car_name,driven_km,fuel_type,transmission,ownership,manufacture,engine_cc,seats,km_per_cc,cc_per_seat,price_dollar
4775,Maruti Swift LXI,37229.0,Petrol,Manual,1st Owner,2020,2993.0,5,12.032171400215116,598.0,6510.0
4776,Maruti Ciaz Delta Diesel,55000.0,Diesel,Manual,1st Owner,2015,1248.0,5,44.17748451870148,249.0,8370.0
4777,Chevrolet Beat LT,60000.0,Petrol,Manual,1st Owner,2011,2498.0,5,24.15339476607001,499.0,3670.0
4778,Maruti A-Star Lxi,70000.0,Petrol,Manual,2nd Owner,2009,2925.0,5,23.89500641102286,585.0,3150.0
4779,Tata Nexon 1.2 Revotron XM,13308.0,Petrol,Manual,1st Owner,2019,998.0,7,13.822146583927857,142.0,8550.0
4780,Mercedes-Benz GLS 350d Grand Edition,45000.0,Diesel,Automatic,2nd Owner,2016,998.0,5,44.856473367262275,199.0,48250.0
4781,Honda City V MT,117699.0,Petrol,Manual,2nd Owner,2012,1197.0,7,98.33289209695536,171.0,4900.0
4782,Honda City i-VTEC V,60477.0,Petrol,Manual,1st Owner,2017,1248.0,5,48.8145673023736,249.0,10050.0
4783,Maruti Wagon R VXI BS IV,50340.0,Petrol,Manual,1st Owner,2015,2179.0,7,23.084844533850415,311.0,4690.0
4784,Honda City i DTec V,60000.0,Diesel,Manual,1st Owner,2016,998.0,5,59.798931686741774,199.0,9850.0
4785,Mercedes-Benz GLE 300d,13000.0,Diesel,Automatic,1st Owner,2021,2993.0,4,4.216547172712208,748.0,54900.0
4786,Mahindra Scorpio S10 8 Seater,111000.0,Diesel,Manual,2nd Owner,2015,2179.0,8,51.397955401544365,272.0,21720.0
4787,Tata Nexon 1.2 Revotron XMA,29000.0,Petrol,Automatic,1st Owner,2020,1198.0,5,24.575658034995726,239.0,12130.0
4788,Mahindra Logan Diesel 1.5 DLE,155000.0,Diesel,Manual,3rd Owner,2010,1248.0,4,124.43609178671888,312.0,3320.0
4789,Volkswagen Polo 1.5 TDI Comfortline,71033.0,Diesel,Manual,2nd Owner,2014,2179.0,7,32.522515583442086,311.0,5630.0
4790,Mercedes-Benz E-Class Exclusive E 220d,2000.0,Diesel,Automatic,1st Owner,2022,1950.0,5,0.9950227958290698,390.0,53770.0
4791,Mahindra TUV 300 T8,86418.0,Diesel,Manual,1st Owner,2017,1798.0,5,47.929494043288805,359.0,7360.0
4792,Maruti Baleno Delta,35000.0,Petrol,Manual,1st Owner,2019,998.0,5,35.18326137600238,199.0,6960.0
4793,Maruti Swift VXI,39000.0,Petrol,Manual,1st Owner,2013,998.0,5,38.96509083632169,199.0,5670.0
4794,Mahindra XUV500 W8 FWD,41480.0,Diesel,Manual,1st Owner,2014,2993.0,7,14.183242985567462,427.0,8530.0
4795,Audi Q5 3.0 TDI Quattro,68000.0,Diesel,Automatic,3rd Owner,2011,2967.0,5,23.331547159098797,593.0,16960.0
4796,Hyundai i20 1.2 Magna Opt,116623.0,Petrol,Manual,2nd Owner,2012,814.0,5,143.1913676305459,162.0,4010.0
4797,Hyundai Santro Xing GL Plus,100000.0,Petrol,Manual,2nd Owner,2014,1197.0,5,83.9609654796498,239.0,4350.0
4798,Renault Pulse RxL,73081.0,Diesel,Manual,1st Owner,2014,2494.0,5,29.66824533352877,498.0,4740.0
4799,Hyundai Grand i10 Sportz,76175.0,Petrol,Manual,1st Owner,2013,1497.0,5,50.44126169801782,299.0,4940.0
4800,Mercedes-Benz GLC 220d 4MATIC,43000.0,Diesel,Automatic,1st Owner,2019,1591.0,5,27.42238712293627,318.0,44810.0
4801,Hyundai i10 Era,90605.0,Petrol,Manual,1st Owner,2013,1586.0,5,57.543072111625094,317.0,4160.0
4802,Tata Harrier XZ BSIV,19669.0,Diesel,Manual,1st Owner,2019,1199.0,5,15.970410277592196,239.0,28130.0
4803,Hyundai i10 Sportz 1.2,57480.0,Petrol,Manual,2nd Owner,2010,814.0,5,71.02108261437812,162.0,3860.0
4804,Skoda Rapid 1.5 TDI AT Ambition,80000.0,Diesel,Automatic,1st Owner,2015,814.0,5,98.14929735083915,162.0,10080.0
4805,Hyundai i20 Active 1.2 S,73891.0,Petrol,Manual,1st Owner,2017,936.0,5,78.52322369015067,187.0,6880.0
4806,Maruti Swift LXI,37229.0,Petrol,Manual,1st Owner,2020,2179.0,7,17.54599497147858,311.0,6500.0
4807,Nissan Kicks 1.3 Turbo XV,16194.0,Petrol,Manual,1st Owner,2020,1497.0,5,11.006980879995014,299.0,16240.0
4808,Hyundai i20 1.4 CRDi Sportz,120000.0,Diesel,Manual,1st Owner,2012,998.0,5,120.69351294341423,199.0,4580.0
4809,Hyundai Santro Xing GL,62207.0,Petrol,Manual,1st Owner,2013,1197.0,5,52.40266444526427,239.0,4040.0
4810,Hyundai i20 1.2 Asta,52401.0,Petrol,Manual,1st Owner,2018,1197.0,5,43.57769092075362,239.0,7830.0
4811,Hyundai i20 Magna 1.2,59000.0,Petrol,Manual,1st Owner,2017,1197.0,5,49.33077729171202,239.0,7780.0
4812,Maruti Ertiga VXI AT,37377.0,Petrol,Automatic,1st Owner,2019,1461.0,5,25.265241646038287,292.0,12210.0
4813,Honda Amaze S i-DTEC,88227.0,Diesel,Manual,1st Owner,2016,1497.0,7,59.29416931367454,213.0,6010.0
4814,Maruti SX4 Vxi BSIV,67640.0,Petrol,Manual,1st Owner,2012,796.0,5,85.24060784925425,159.0,4030.0
4815,Mahindra Thar LX 4-Str Convert Top Diesel AT,13001.0,Diesel,Automatic,1st Owner,2022,2143.0,5,6.340884834469401,428.0,32340.0
4816,Hyundai i20 Sportz,30000.0,Petrol,Manual,1st Owner,2020,1373.0,5,22.24251717888573,274.0,10130.0
4817,Hyundai i20 Diesel Sportz,68000.0,Diesel,Manual,1st Owner,2018,1299.0,5,52.29751325985937,259.0,10360.0
4818,Audi A4 35 TDI Technology Edition,45500.0,Diesel,Automatic,1st Owner,2014,1968.0,5,22.732505169114155,393.0,28360.0
4819,Mercedes-Benz S-Class 320 CDI,87000.0,Diesel,Automatic,2nd Owner,2007,1248.0,5,69.62149068908322,249.0,14870.0
4820,Maruti Swift Dzire VXI,80000.0,Petrol,Manual,1st Owner,2015,1086.0,8,73.50215739629604,135.0,6390.0
4821,Maruti Alto K10 VXI AGS Optional,28244.0,Petrol,Automatic,2nd Owner,2017,1497.0,5,18.67398781509986,299.0,4890.0
4822,Ford Ecosport 1.5 Diesel Titanium Plus,50000.0,Diesel,Manual,1st Owner,2020,1956.0,5,25.320053444678518,391.0,19310.0
4823,Volvo XC60 B5 Inscripition,7000.0,Petrol,Automatic,1st Owner,2022,1582.0,5,4.2672116198733505,316.0,51660.0
4824,Honda Amaze S i-VTEC,71834.0,Petrol,Manual,1st Owner,2016,1373.0,5,52.66759238575284,274.0,5350.0
4825,Maruti Celerio X ZXI BSIV,22532.0,Petrol,Manual,1st Owner,2019,1086.0,5,21.233674640911712,217.0,6110.0
4826,Audi A6 35 TDI,85000.0,Diesel,Automatic,1st Owner,2015,1197.0,7,71.45656077642057,171.0,34170.0
4827,Maruti Vitara Brezza LDi Option,76535.0,Diesel,Manual,2nd Owner,2017,1197.0,7,64.41266780076108,171.0,7090.0
4828,Maruti Vitara Brezza VDi AMT,43000.0,Diesel,Automatic,1st Owner,2018,814.0,5,52.5273692877393,162.0,9980.0
4829,Maruti Alto 800 CNG LXI,60613.0,Cng,Manual,1st Owner,2013,998.0,5,60.693128900273024,199.0,3620.0
4830,Maruti SX4 Vxi BSIII,120000.0,Petrol,Manual,2nd Owner,2007,1798.0,2,66.62957985508015,899.0,3630.0
4831,Tata Indigo VX BSIV,61549.0,Diesel,Manual,1st Owner,2014,1198.0,5,50.94439626920329,239.0,3990.0
4832,Toyota Camry 2.5 Hybrid,47000.0,Petrol,Automatic,1st Owner,2017,1997.0,5,23.953750368886183,399.0,35890.0
4833,Maruti Alto 800 LXI,21949.0,Petrol,Manual,1st Owner,2017,1995.0,5,11.229764300638044,399.0,4990.0
4834,Mercedes-Benz C-Class C 250 CDI Elegance,45000.0,Diesel,Automatic,2nd Owner,2011,2143.0,5,21.244776300985027,428.0,15890.0
4835,Mercedes-Benz C-Class C 220d,9000.0,Diesel,Automatic,0th Owner,2022,1462.0,5,5.815423867006218,292.0,46420.0
4836,Hyundai Santa Fe 4x4 AT,77000.0,Diesel,Automatic,1st Owner,2013,1591.0,5,47.93858449845284,318.0,25380.0
4837,Maruti Swift Dzire LDI Optional,81325.0,Diesel,Manual,2nd Owner,2016,998.0,4,81.90311057388593,249.0,6040.0
4838,Tata New Safari XTA Plus,20000.0,Diesel,Automatic,1st Owner,2022,1373.0,5,14.958044501224212,274.0,34340.0
4839,Hyundai EON Era Plus,60000.0,Petrol,Manual,2nd Owner,2015,1799.0,5,33.63745127220456,359.0,4760.0
4840,Hyundai Grand i10 Nios AMT Sportz,24057.0,Petrol,Automatic,1st Owner,2020,1956.0,7,11.851810986981782,279.0,9270.0
4841,Maruti Baleno Alpha CVT,39386.0,Petrol,Automatic,1st Owner,2019,1086.0,5,36.10964303853402,217.0,12020.0
4842,Maruti Swift Dzire VXI,75963.0,Petrol,Manual,3rd Owner,2012,2494.0,5,30.59666804478437,498.0,4630.0
4843,Maruti Vitara Brezza VDi,72316.0,Diesel,Manual,2nd Owner,2016,2494.0,7,28.810870502899345,356.0,7870.0
4844,Toyota Corolla Altis 1.8 J,120000.0,Petrol,Manual,4th Owner,2008,1196.0,5,100.48371640398916,239.0,3440.0
4845,Hyundai i20 Asta Option Diesel,110000.0,Diesel,Manual,1st Owner,2019,796.0,5,138.27486259512364,159.0,9920.0
4846,Honda City 1.5 V MT,69411.0,Petrol,Manual,2nd Owner,2010,998.0,5,69.63325496477239,199.0,4620.0
4847,Audi RS7 4.0 TFSI,11500.0,Petrol,Automatic,1st Owner,2020,1984.0,5,5.565669874046842,396.0,61360.0
4848,Volkswagen CrossPolo 1.5 TDI,66000.0,Diesel,Manual,1st Owner,2015,2967.0,5,22.18343905487452,593.0,6520.0
4849,Audi Q3 35 TDI Quattro Premium Plus,40000.0,Diesel,Automatic,4th Owner,2014,998.0,5,40.3548143543022,199.0,24150.0
4850,Maruti Baleno LXI,90000.0,Petrol,Manual,2nd Owner,2006,1582.0,5,57.23265263080162,316.0,3300.0
4851,Tata Nexon 1.5 Revotorq XM,91216.0,Diesel,Manual,1st Owner,2017,998.0,5,91.62615380744202,199.0,8340.0
4852,Honda Amaze S i-VTEC,16419.0,Petrol,Manual,1st Owner,2018,1199.0,5,13.602221438037276,239.0,6950.0
4853,Hyundai EON Era Plus,67885.0,Petrol,Manual,1st Owner,2013,998.0,5,68.1079245947761,199.0,4160.0
4854,Hyundai Grand i10 Magna,36109.0,Petrol,Manual,1st Owner,2014,2755.0,7,13.5324512683676,393.0,5650.0
4855,Mercedes-Benz B Class B180 CDI,57000.0,Diesel,Automatic,3rd Owner,2013,1498.0,5,37.94637317478458,299.0,10340.0
4856,Mercedes-Benz GLC 200,32000.0,Petrol,Automatic,1st Owner,2020,1248.0,5,26.082039040643608,249.0,47250.0
4857,Renault Duster 85PS Diesel RxL,116000.0,Diesel,Manual,1st Owner,2015,1968.0,5,59.07580795151632,393.0,6420.0
4858,Maruti Swift VDI BSIV,96000.0,Diesel,Manual,2nd Owner,2014,2143.0,5,45.14564686936533,428.0,6020.0
4859,Hyundai i10 Sportz,70000.0,Petrol,Manual,4th Owner,2011,1298.0,5,54.15394096187374,259.0,4020.0
4860,Hyundai Venue SX Plus Turbo DCT,8639.0,Petrol,Automatic,1st Owner,2021,998.0,5,8.940462510866565,199.0,24260.0
4861,Volkswagen Vento Diesel Trendline,106647.0,Diesel,Manual,2nd Owner,2012,1197.0,5,89.26028184145977,239.0,4360.0
4862,Honda Amaze V Petrol BSIV,36500.0,Petrol,Manual,1st Owner,2017,1199.0,5,30.369302106403,239.0,7980.0
4863,Hyundai EON Magna Plus,28508.0,Petrol,Manual,1st Owner,2013,1373.0,5,20.748553643862664,274.0,3770.0
4864,Mahindra Scorpio S5,12001.0,Diesel,Manual,1st Owner,2022,1991.0,5,5.691673896321242,398.0,29960.0
4865,Maruti Alto LX,70000.0,Petrol,Manual,2nd Owner,2002,1193.0,5,58.33854006109898,238.0,2860.0
4866,BMW X5 xDrive 30d xLine,20500.0,Diesel,Automatic,1st Owner,2022,1995.0,5,10.281702476055827,399.0,55390.0
4867,MG Hector Sharp AT BSIV,13471.0,Petrol,Automatic,1st Owner,2021,1396.0,5,9.906310504777874,279.0,30120.0
4868,Hyundai Getz 1.1 GVS,122236.0,Petrol,Manual,5th Owner,2009,1495.0,5,81.9453887727616,299.0,2960.0
4869,Hyundai i10 Magna,110000.0,Petrol,Manual,3rd Owner,2012,796.0,5,138.16533067029877,159.0,3490.0
4870,Land Rover Range Rover Vogue SE 4.4 SDV8,95004.0,Diesel,Automatic,1st Owner,2013,1998.0,5,47.13232067484251,399.0,41700.0
4871,Maruti Ignis Sigma,2294.0,Petrol,Manual,1st Owner,2022,1396.0,5,2.1351330467508207,279.0,6790.0
4872,Maruti Swift Dzire VXI,41899.0,Petrol,Manual,1st Owner,2016,1497.0,5,28.44695809217832,299.0,6730.0
4873,BMW 5 Series 520d M Sport,33000.0,Diesel,Automatic,2nd Owner,2017,1598.0,5,20.944059762896117,319.0,40580.0
4874,Maruti Eeco CNG 5 Seater AC BSIV,18000.0,Cng,Manual,1st Owner,2019,2487.0,5,7.424834606890466,497.0,6690.0
4875,Toyota Glanza G,17000.0,Petrol,Manual,1st Owner,2021,2987.0,5,5.227246675376335,597.0,9470.0
4876,Mercedes-Benz M-Class ML 250 CDI,38000.0,Diesel,Automatic,2nd Owner,2015,1248.0,5,30.75416337530212,249.0,37620.0
4877,Toyota Camry Hybrid 2.5,20000.0,Petrol,Automatic,1st Owner,2019,2143.0,7,9.543773588334698,306.0,42130.0
4878,Honda City V MT,48267.0,Petrol,Manual,1st Owner,2011,1497.0,5,32.42919126470463,299.0,5380.0
4879,Honda City S,101875.0,Petrol,Manual,1st Owner,2011,1248.0,5,81.27264206330264,249.0,4680.0
4880,Hyundai i10 Sportz 1.1L,37930.0,Petrol,Manual,4th Owner,2014,2494.0,8,14.781935580380345,311.0,4560.0
4881,Mercedes-Benz S-Class S 350 CDI,18000.0,Diesel,Automatic,1st Owner,2017,998.0,5,18.408646758537802,199.0,52080.0
4882,Renault KWID RXL,72685.0,Petrol,Manual,1st Owner,2016,1582.0,7,45.89304332907973,226.0,4190.0
4883,Volvo S60 D5 Summum,33000.0,Diesel,Automatic,2nd Owner,2014,998.0,5,32.88975961030005,199.0,25530.0
4884,BMW X1 sDrive20d,100265.0,Diesel,Automatic,2nd Owner,2014,1086.0,5,92.30064960689288,217.0,19380.0
4885,Honda Amaze S i-Vtech,100161.0,Petrol,Manual,1st Owner,2015,1198.0,5,83.55003079673985,239.0,5850.0
4886,Maruti Alto K10 VXI,47133.0,Petrol,Manual,1st Owner,2018,1197.0,5,39.339863172058095,239.0,5290.0
4887,Honda Jazz 1.2 SV i VTEC,40000.0,Petrol,Manual,1st Owner,2016,1591.0,5,24.784106581192773,318.0,8140.0
4888,Hyundai Verna 1.6 CRDi SX,42234.0,Diesel,Manual,2nd Owner,2016,2179.0,7,19.579397181718452,311.0,7410.0
4889,Honda Accord 2.4 MT,80046.0,Petrol,Manual,3rd Owner,2010,1498.0,5,53.31469157634222,299.0,4690.0
4890,Maruti Vitara Brezza ZDi,43000.0,Diesel,Manual,1st Owner,2018,1197.0,5,35.90961677776977,239.0,15960.0
4891,Hyundai Creta 1.6 Gamma SX Plus,83775.0,Petrol,Manual,3rd Owner,2015,1798.0,5,47.023439864014684,359.0,9850.0
4892,Ford Figo Diesel ZXI,76438.0,Diesel,Manual,1st Owner,2011,1956.0,5,38.91873507173349,391.0,3530.0
4893,Hyundai Creta 1.6 SX Option,25572.0,Petrol,Manual,1st Owner,2019,796.0,5,32.1716648769739,159.0,22100.0
4894,Mercedes-Benz CLA 200 CDI Style,56000.0,Diesel,Automatic,2nd Owner,2015,1248.0,5,44.40189957205576,249.0,30300.0
4895,Maruti Swift Dzire VXI,60000.0,Petrol,Manual,2nd Owner,2012,1061.0,5,56.57808241406094,212.0,4770.0
4896,Renault KWID 1.0 RXT,50000.0,Petrol,Manual,1st Owner,2017,999.0,5,49.78526736831559,199.0,4880.0
4897,Mercedes-Benz GLC 300 4MATIC Sport,29000.0,Petrol,Automatic,1st Owner,2019,1998.0,5,14.192993587404498,399.0,45460.0
4898,Maruti Zen Estilo 1.1 VXI BSIII,37200.0,Petrol,Manual,1st Owner,2007,1582.0,5,23.329729790154133,316.0,3060.0
4899,Volkswagen Polo Petrol Highline 1.6L,56000.0,Petrol,Manual,2nd Owner,2011,1197.0,5,46.96737236475832,239.0,5020.0
4900,Maruti Swift VXI,10218.0,Petrol,Manual,1st Owner,2019,1497.0,5,6.87598819018069,299.0,9010.0
4901,Mahindra XUV500 R W10 FWD,25000.0,Diesel,Manual,1st Owner,2017,1248.0,5,20.08896873924184,249.0,26230.0
4902,Hyundai Grand i10 CRDi Asta Option,68456.0,Diesel,Manual,2nd Owner,2013,998.0,5,69.01831483114782,199.0,5180.0
4903,Renault Duster 85PS Diesel RxL,101376.0,Diesel,Manual,1st Owner,2016,1248.0,5,81.0838405108539,249.0,6830.0
4904,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,79000.0,Diesel,Automatic,3rd Owner,2015,2993.0,5,26.199389119438127,598.0,39970.0
4905,Tata Tigor XZ Plus,40000.0,Petrol,Manual,1st Owner,2019,998.0,7,40.04705526779987,142.0,7530.0
4906,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,140000.0,Petrol,Manual,1st Owner,2018,1461.0,5,96.30046168816862,292.0,11700.0
4907,Maruti Baleno Alpha Diesel,80000.0,Diesel,Manual,1st Owner,2018,2354.0,5,34.38293992088377,470.0,10000.0
4908,Mercedes-Benz E-Class Expression E 220 d BSIV,17000.0,Diesel,Automatic,1st Owner,2020,1582.0,5,10.454721078028673,316.0,47950.0
4909,Toyota Fortuner 4x2 Manual,120000.0,Diesel,Manual,2nd Owner,2016,998.0,5,120.15617962972051,199.0,28860.0
4910,Audi A3 35 TDI Premium Plus,39000.0,Diesel,Automatic,1st Owner,2020,1950.0,5,19.92804726255694,390.0,36580.0
4911,Tata Nano Twist XTA,14458.0,Petrol,Automatic,1st Owner,2015,2494.0,5,5.884414386567178,498.0,3440.0
4912,Tata Tigor 1.2 Revotron XT,60000.0,Petrol,Manual,2nd Owner,2017,1199.0,5,50.51296336596301,239.0,5150.0
4913,Mahindra XUV500 AT W10 FWD,78000.0,Diesel,Automatic,2nd Owner,2016,2179.0,7,35.87640596278545,311.0,13910.0
4914,Mahindra XUV500 W10 1.99 mHawk,42119.0,Diesel,Manual,1st Owner,2017,1248.0,5,33.96233099712011,249.0,20030.0
4915,Hyundai Santro Xing GLS,121761.0,Petrol,Manual,1st Owner,2008,1248.0,5,97.49925411549025,249.0,3230.0
4916,Land Rover Range Rover 4.4 Diesel LWB Autobiography,68500.0,Diesel,Automatic,1st Owner,2019,1497.0,5,46.00740945095888,299.0,64920.0
4917,Maruti Swift Dzire AMT ZXI Plus,15546.0,Petrol,Automatic,1st Owner,2017,1197.0,5,13.01627455080878,239.0,8270.0
4918,Hyundai Creta SX,19234.0,Petrol,Manual,1st Owner,2021,1497.0,5,12.624054509013062,299.0,26850.0
4919,BMW 7 Series 730Ld,104033.0,Diesel,Automatic,3rd Owner,2010,1498.0,5,69.94950511161338,299.0,25200.0
4920,Hyundai i10 Magna 1.1L,120000.0,Petrol,Manual,4th Owner,2008,1598.0,5,75.34505884544147,319.0,3100.0
4921,Hyundai i10 Sportz,65000.0,Petrol,Manual,1st Owner,2011,1582.0,5,40.679805733129,316.0,5600.0
4922,Honda Amaze VX i-DTEC,100000.0,Diesel,Manual,1st Owner,2014,1498.0,5,67.1447734526667,299.0,6650.0
4923,Hyundai i20 Asta 1.4 CRDi,130432.0,Diesel,Manual,1st Owner,2014,2694.0,7,48.465984441642156,384.0,5520.0
4924,Skoda Octavia 2.0 TDI MT Style,108000.0,Diesel,Manual,1st Owner,2017,1968.0,5,54.44538145400819,393.0,28310.0
4925,Hyundai Creta SX Turbo Dualtone,49559.0,Petrol,Automatic,1st Owner,2020,1497.0,5,33.131336994174475,299.0,31290.0
4926,Honda Amaze S i-Dtech,60000.0,Diesel,Manual,2nd Owner,2014,1396.0,5,42.72567034831783,279.0,4580.0
4927,Hyundai Verna 1.6 CRDi EX MT,80000.0,Diesel,Manual,1st Owner,2011,993.0,5,80.4908557578383,198.0,6140.0
4928,Renault KWID RXL,47000.0,Petrol,Manual,1st Owner,2018,1197.0,5,39.60498939724788,239.0,4540.0
4929,Maruti Zen D,150000.0,Diesel,Manual,1st Owner,2003,1197.0,5,125.5395313917311,239.0,2800.0
4930,Maruti Ciaz VDi Plus SHVS,119878.0,Diesel,Manual,1st Owner,2015,1248.0,5,95.82376545534922,249.0,6470.0
4931,Maruti Baleno 1.2 Zeta,44153.0,Petrol,Manual,1st Owner,2018,1197.0,5,37.23782979601309,239.0,9780.0
4932,Honda Amaze S Petrol,118424.0,Petrol,Manual,1st Owner,2014,2982.0,7,39.763349737005385,426.0,5250.0
4933,MG Hector Sharp DCT,44000.0,Petrol,Automatic,1st Owner,2019,1451.0,5,30.07942264990178,290.0,28710.0
4934,Mahindra Bolero Pik Up Extra Long FB 1.3T,60000.0,Diesel,Manual,1st Owner,2019,1197.0,7,50.28161063209282,171.0,11160.0
4935,Hyundai Tucson 2.0 e-VGT 2WD AT GL,59000.0,Diesel,Automatic,1st Owner,2018,1199.0,5,49.308513327052076,239.0,30470.0
4936,Volkswagen Ameo 1.0 MPI Highline Plus,20000.0,Petrol,Manual,1st Owner,2019,2198.0,7,9.42006085585137,314.0,8080.0
4937,Maruti Swift Dzire VXI,6200.0,Petrol,Manual,1st Owner,2022,1998.0,2,2.8799687614072416,999.0,9700.0
4938,Jeep Compass 2.0 Limited 4X4,120422.0,Diesel,Manual,1st Owner,2017,998.0,5,120.71322324427774,199.0,26560.0
4939,Maruti Swift Dzire VXI 1.2,21166.0,Petrol,Manual,1st Owner,2017,1086.0,5,18.993366401873633,217.0,7220.0
4940,Maruti Baleno 1.2 Alpha,38203.0,Petrol,Manual,1st Owner,2017,1197.0,5,32.35368288033789,239.0,8530.0
4941,Maruti Swift VXI,6356.0,Petrol,Manual,1st Owner,2021,1248.0,5,4.944230793272061,249.0,7690.0
4942,Hyundai i20 Asta 1.2,50827.0,Petrol,Manual,2nd Owner,2015,995.0,5,50.63905139178515,199.0,6470.0
4943,Tata Harrier XZA Plus Dark Edition AT 2020-2022,42418.0,Diesel,Automatic,1st Owner,2020,1198.0,5,35.20124751738817,239.0,32640.0
4944,Toyota Land Cruiser VX,56000.0,Diesel,Automatic,1st Owner,2018,1197.0,5,46.565656916949436,239.0,60730.0
4945,Maruti Alto LXi BSIII,50000.0,Petrol,Manual,2nd Owner,2008,1995.0,5,24.662226781236864,399.0,3360.0
4946,Volvo XC 90 D5 Inscription,60000.0,Diesel,Automatic,1st Owner,2018,2400.0,5,24.62771320482778,480.0,50270.0
4947,Maruti Ertiga VDI,100169.0,Diesel,Manual,2nd Owner,2015,1368.0,5,73.25608476296448,273.0,6680.0
4948,Tata Safari Storme LX,111023.0,Diesel,Manual,4th Owner,2016,2198.0,5,50.734151302422106,439.0,7050.0
4949,Maruti Ertiga VXI,90000.0,Petrol,Manual,4th Owner,2013,1197.0,5,74.80901571180932,239.0,5940.0
4950,Tata Nexon EV Prime XZ Plus Dark Edition,8397.0,Electric,Automatic,1st Owner,2022,,5,,,25880.0
4951,Hyundai i20 Sportz 1.4 CRDi,60000.0,Diesel,Manual,1st Owner,2013,1896.0,5,32.01003788023073,379.0,6700.0
4952,Honda Jazz 1.5 VX i DTEC,240521.0,Diesel,Manual,1st Owner,2015,1995.0,5,120.58452455238753,399.0,5510.0
4953,Toyota Etios 2014-2016 GD,67000.0,Diesel,Manual,1st Owner,2016,1582.0,5,42.33383299950496,316.0,6990.0
4954,Hyundai EON Sportz,65239.0,Petrol,Manual,2nd Owner,2012,1248.0,5,52.49932376601935,249.0,3770.0
4955,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,38000.0,Petrol,Automatic,1st Owner,2020,1197.0,5,32.19006995029938,239.0,54400.0
4956,Honda City ZX CVT,10000.0,Petrol,Automatic,1st Owner,2021,1798.0,5,5.692408063635932,359.0,28720.0
4957,Hyundai i10 Magna 1.1L,38000.0,Petrol,Manual,1st Owner,2011,1248.0,5,30.87087960318962,249.0,4120.0
4958,Land Rover Discovery Sport TD4 HSE 7S,38000.0,Diesel,Automatic,1st Owner,2020,1799.0,5,21.543403001969992,359.0,45690.0
4959,Hyundai Santro Xing GL,84173.0,Petrol,Manual,3rd Owner,2008,1582.0,5,53.388339527746936,316.0,3000.0
4960,Hyundai Venue S Plus,10000.0,Petrol,Manual,1st Owner,2021,1956.0,5,5.0153772532913115,391.0,11300.0
4961,Maruti Wagon R VXI,25000.0,Petrol,Manual,1st Owner,2020,1086.0,5,23.208284085686298,217.0,6470.0
4962,Honda City i VTEC CVT SV,110284.0,Petrol,Automatic,1st Owner,2014,1497.0,5,73.20659319750021,299.0,7170.0
4963,Hyundai i10 Era,62000.0,Petrol,Manual,2nd Owner,2013,1197.0,5,52.11929420013032,239.0,4700.0
4964,Land Rover Discovery Sport TD4 HSE 7S,38000.0,Diesel,Automatic,1st Owner,2020,1197.0,5,31.50069370118543,239.0,45710.0
4965,Tata Punch Adventure,12000.0,Petrol,Manual,1st Owner,2021,2179.0,5,5.971835404984118,435.0,8730.0
4966,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44000.0,Diesel,Automatic,1st Owner,2017,1086.0,5,40.95489085653417,217.0,43520.0
4967,Tata Indigo LX TDI BSIII,40000.0,Diesel,Manual,1st Owner,2011,1997.0,5,19.97608139064851,399.0,3040.0
4968,Maruti Swift Dzire ZXI 1.2,7376.0,Petrol,Manual,1st Owner,2018,1998.0,5,3.5730244236085245,399.0,8380.0
4969,Maruti Alto LXi,61000.0,Petrol,Manual,1st Owner,2010,796.0,5,76.77686845671724,159.0,3830.0
4970,Mini 3 DOOR Cooper S,9000.0,Petrol,Automatic,1st Owner,2018,2967.0,7,3.2597364319625974,423.0,41220.0
4971,Fiat Grande Punto 1.2 Emotion,50502.0,Petrol,Manual,2nd Owner,2010,1496.0,5,34.03774025638603,299.0,3700.0
4972,Toyota Innova 2.5 V Diesel 7-seater,290000.0,Diesel,Manual,3rd Owner,2011,2494.0,7,116.24385425596029,356.0,9150.0
4973,Kia Seltos GTX Plus DCT,25000.0,Petrol,Automatic,1st Owner,2020,1998.0,5,12.028375336574495,399.0,31870.0
4974,Honda Amaze S Petrol BSIV,27000.0,Petrol,Manual,1st Owner,2019,1497.0,7,17.880550518847745,213.0,7100.0
4975,Chevrolet Cruze LT,110000.0,Diesel,Manual,1st Owner,2012,1991.0,5,54.88633611545051,398.0,4760.0
4976,Renault Duster Petrol RXS CVT,31750.0,Petrol,Automatic,1st Owner,2017,1498.0,5,21.044932699722857,299.0,10160.0
4977,Maruti Baleno 1.2 Zeta,29000.0,Petrol,Manual,2nd Owner,2019,1396.0,5,20.409035946648864,279.0,9200.0
4978,Hyundai Creta 1.6 E Plus,14000.0,Petrol,Manual,1st Owner,2018,1591.0,5,8.458699461037444,318.0,18130.0
4979,BMW X1 sDrive20i xLine,68753.0,Petrol,Automatic,2nd Owner,2019,1582.0,5,43.21476783533021,316.0,37410.0
4980,Maruti Swift VXI,17000.0,Petrol,Manual,1st Owner,2021,1197.0,8,13.932093636927268,149.0,9130.0
